solution 0 [ fit.: 0.669321, part.: (0.665182, 0.669032, 0.673749, ), spec.: 0, adj.fit.: 0.006693, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 1 [ fit.: 0.664809, part.: (0.662227, 0.663882, 0.668319, ), spec.: 0, adj.fit.: 0.006648, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 2 [ fit.: 0.669084, part.: (0.664501, 0.669607, 0.673145, ), spec.: 0, adj.fit.: 0.006691, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 3 [ fit.: 0.668507, part.: (0.665816, 0.668905, 0.670800, ), spec.: 0, adj.fit.: 0.006685, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 4 [ fit.: 0.668524, part.: (0.663462, 0.669330, 0.672779, ), spec.: 0, adj.fit.: 0.006685, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 5 [ fit.: 0.667108, part.: (0.663831, 0.666212, 0.671282, ), spec.: 0, adj.fit.: 0.006671, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 6 [ fit.: 0.668475, part.: (0.662120, 0.669690, 0.673616, ), spec.: 0, adj.fit.: 0.006685, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 7 [ fit.: 0.510886, part.: (0.508980, 0.510270, 0.513407, ), spec.: 0, adj.fit.: 0.005109, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 8 [ fit.: 0.667895, part.: (0.665609, 0.667782, 0.670294, ), spec.: 0, adj.fit.: 0.006679, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 9 [ fit.: 0.663855, part.: (0.660623, 0.663317, 0.667625, ), spec.: 0, adj.fit.: 0.006639, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 10 [ fit.: 0.668569, part.: (0.665361, 0.667843, 0.672502, ), spec.: 0, adj.fit.: 0.006686, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 11 [ fit.: 0.672432, part.: (0.666545, 0.673790, 0.676960, ), spec.: 0, adj.fit.: 0.006724, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 12 [ fit.: 0.673792, part.: (0.665684, 0.676230, 0.679461, ), spec.: 0, adj.fit.: 0.006738, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 13 [ fit.: 0.498934, part.: (0.498026, 0.497773, 0.501002, ), spec.: 0, adj.fit.: 0.004989, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 14 [ fit.: 0.668731, part.: (0.665819, 0.668276, 0.672097, ), spec.: 0, adj.fit.: 0.006687, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 15 [ fit.: 0.676976, part.: (0.664709, 0.681394, 0.684825, ), spec.: 0, adj.fit.: 0.006770, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 16 [ fit.: 0.681676, part.: (0.663941, 0.688703, 0.692384, ), spec.: 0, adj.fit.: 0.006817, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 17 [ fit.: 0.646791, part.: (0.659641, 0.639533, 0.641200, ), spec.: 0, adj.fit.: 0.006468, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 18 [ fit.: 0.665569, part.: (0.661702, 0.665331, 0.669672, ), spec.: 0, adj.fit.: 0.006656, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 19 [ fit.: 0.674721, part.: (0.666345, 0.678048, 0.679769, ), spec.: 0, adj.fit.: 0.006747, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 20 [ fit.: 0.671525, part.: (0.666037, 0.672897, 0.675640, ), spec.: 0, adj.fit.: 0.006715, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 21 [ fit.: 0.667247, part.: (0.664779, 0.667338, 0.669624, ), spec.: 0, adj.fit.: 0.006672, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 22 [ fit.: 0.668051, part.: (0.663167, 0.669437, 0.671549, ), spec.: 0, adj.fit.: 0.006681, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 23 [ fit.: 0.672234, part.: (0.664903, 0.674407, 0.677392, ), spec.: 0, adj.fit.: 0.006722, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 24 [ fit.: 0.668326, part.: (0.664794, 0.668454, 0.671730, ), spec.: 0, adj.fit.: 0.006683, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
solution 25 [ fit.: 0.669187, part.: (0.666525, 0.653129, 0.687907, ), spec.: 0, adj.fit.: 0.006692, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {})]
