solution 0 [ fit.: 0.374670, part.: (0.180460, 0.250000, 0.977031, 0.978292, ), spec.: 0, adj.fit.: 0.001873, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 1 [ fit.: 0.374990, part.: (0.180460, 0.250000, 0.977654, 0.980862, ), spec.: 0, adj.fit.: 0.001875, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 2 [ fit.: 0.426306, part.: (0.354062, 0.250000, 0.979079, 0.971793, ), spec.: 0, adj.fit.: 0.002132, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 3 [ fit.: 0.558665, part.: (0.792659, 0.250000, 0.979642, 0.979028, ), spec.: 0, adj.fit.: 0.002793, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 4 [ fit.: 0.514116, part.: (0.646597, 0.250000, 0.977287, 0.974083, ), spec.: 0, adj.fit.: 0.002571, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 5 [ fit.: 0.424562, part.: (0.345170, 0.250000, 0.977809, 0.982298, ), spec.: 0, adj.fit.: 0.002123, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 6 [ fit.: 0.304700, part.: (0.237892, 0.250000, 0.100287, 0.983033, ), spec.: 0, adj.fit.: 0.001523, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 7 [ fit.: 0.530531, part.: (0.697523, 0.250000, 0.980958, 0.981786, ), spec.: 0, adj.fit.: 0.002653, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 8 [ fit.: 0.540708, part.: (0.731537, 0.250000, 0.977015, 0.985456, ), spec.: 0, adj.fit.: 0.002704, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 9 [ fit.: 0.514239, part.: (0.646781, 0.250000, 0.977090, 0.974961, ), spec.: 0, adj.fit.: 0.002571, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 10 [ fit.: 0.518628, part.: (0.657714, 0.250000, 0.978981, 0.984162, ), spec.: 0, adj.fit.: 0.002593, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
