solution 0 [ fit.: 0.374192, part.: (0.180460, 0.250000, 0.976127, 0.974417, ), spec.: 0, adj.fit.: 0.001871, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 1 [ fit.: 0.375068, part.: (0.180460, 0.250000, 0.980934, 0.978362, ), spec.: 0, adj.fit.: 0.001875, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 2 [ fit.: 0.519826, part.: (0.664927, 0.250000, 0.975447, 0.978034, ), spec.: 0, adj.fit.: 0.002599, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 3 [ fit.: 0.512129, part.: (0.640604, 0.250000, 0.975961, 0.973517, ), spec.: 0, adj.fit.: 0.002561, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 4 [ fit.: 0.518045, part.: (0.657608, 0.250000, 0.982254, 0.975378, ), spec.: 0, adj.fit.: 0.002590, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 5 [ fit.: 0.453855, part.: (0.442456, 0.250000, 0.978762, 0.982422, ), spec.: 0, adj.fit.: 0.002269, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 6 [ fit.: 0.517778, part.: (0.658308, 0.250000, 0.978644, 0.974210, ), spec.: 0, adj.fit.: 0.002589, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 7 [ fit.: 0.514028, part.: (0.647078, 0.250000, 0.972737, 0.976307, ), spec.: 0, adj.fit.: 0.002570, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 8 [ fit.: 0.300057, part.: (0.232661, 0.250000, 0.075435, 0.977153, ), spec.: 0, adj.fit.: 0.001500, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 9 [ fit.: 0.492216, part.: (0.570000, 0.250000, 0.982560, 0.979598, ), spec.: 0, adj.fit.: 0.002461, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
solution 10 [ fit.: 0.514972, part.: (0.645732, 0.250000, 0.980650, 0.981879, ), spec.: 0, adj.fit.: 0.002575, age: 0, parents (0, 0), genome ( 2 field genes, 0 connection genes ) field genes {fg (id: 1, type: INPUT), fg (id: 2, type: OUTPUT), } connection genes {}, mutation()]
